"","code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"2779","PV.W","Primavera Capital Acquisition Corp WT","0.8200","0.7100","0.8200","54,500","0.0700","","9.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2780","PVG","Pretium Res Inc","13.58","13.15","13.33","1,516,216","-0.20","","1.48","Energy","Coal Mining","N/A","N/A","N/A","N/A","2.32","N/A","N/A","181.49M","2.42B","8.29 - 14.79"
"2781","PVH","Phillips-Van Heusen Corp","103.8","101.1","101.7","1,010,882","-1.0","","0.93","Consumer Non-Durables","Apparel","24.23","1.41","5.24","0.12","1.96","1.19","1.14B","77.45M","7.88B","78.76 - 125.42"
"2782","PVL","Permianville Royalty Trust","2.130","2.100","2.130","25,704","0.025","","1.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.70 - 2.39"
"2783","PWR","Quanta Services","115.3","113.2","114.4","605,079","0.7","","0.62","Capital Goods","Engineering & Construction","21.59","0.77","1.76","N/A","1.64","0.69","655.04M","155.08M","17.74B","66.75 - 124.69"
"2784","PWSC","Powerschool Holdings Inc Cl A","20.22","19.16","20.11","405,089","0.93","","4.85","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2785","PX","P10 Inc Cl A","14.60","13.59","14.03","145,046","-0.35","","2.43","Basic Industries","Major Chemicals","27.74","3.17","5.34","2.11","7.37","3.92","3.54B","286.01M","4.01B","140.00 - 169.75"
"2786","PXD","Pioneer Natural Resources Company","185.0","179.8","184.3","1,448,785","1.2","","0.63","Energy","Oil & Gas Production","146.7","N/A","0.99","0.06","2.28","4.95","1.79B","170.11M","31.34B","107.96 - 196.64"
"2787","PYN","Pimco New York Muni Income Fund III","9.500","9.320","9.330","3,802","-0.140","","1.48","Finance","Closed-End Fund - Foreign","N/A","N/A","0.03","N/A","N/A","N/A","N/A","N/A","N/A","8.67 - 11.00"
"2788","PYS","Pplus Trust","24.04","23.34","24.04","297","0.52","","2.21","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.40M","57.70M","18.20 - 24.74"
"2789","PYT","Pplus Trust","24.51","24.01","24.51","400","0.00","","0.00","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.33 - 26.88"
"2790","PZC","Pimco California Muni Income Fund III","10.84","10.78","10.80","13,180","-0.04","","0.37","Finance","Closed-End Fund - Debt","N/A","N/A","0.08","N/A","N/A","N/A","N/A","N/A","N/A","10.00 - 11.77"
"2791","PZN","Pzena Investment Management Inc","10.20","9.91","10.05","30,797","0.09","","0.90","Finance","Investment Managers","17.07","1.05","0.7","0.99","6.25","1.57","62.83M","17.28M","173.71M","6.91 - 12.13"
"2792","QD","Qudian Inc ADR","1.430","1.360","1.400","739,918","0.040","","2.94","","","N/A","N/A","5.76","N/A","N/A","N/A","N/A","266.44M","373.01M","1.17 - 3.82"
"2793","QFT.U","Quantum Fintech Acquisition Corp","10.52","10.52","10.52","100","-0.05","","0.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2794","QFT.W","Quantum Fintech Acquisition Corp WT","0.5600","0.5300","0.5500","564,667","-0.0100","","1.79","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2795","QFTA","Quantum Fintech Acquisition Corp","9.870","9.870","9.870","545","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2796","QGEN","Qiagen N.V.","54.90","54.28","54.35","427,286","0.09","","0.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","45.58 - 59.00"
"2797","QS","Quantumscape Corp","25.35","23.66","23.90","8,236,759","-0.43","","1.77","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.12 - 132.73"
"2798","QSR","Restaurant Brands International","59.94","59.13","59.52","771,411","0.12","","0.20","","","45.59","1.73","1.43","1.29","8.03","3.58","1.91B","236.22M","14.06B","54.18 - 71.12"
"2799","QTWO","Q2 Holdings Inc","82.92","78.30","79.32","593,231","-1.63","","2.01","","","N/A","N/A","N/A","N/A","17.32","10.08","N/A","41.32M","3.28B","69.91 - 148.56"
"2800","QUAD","Quad Graphics Inc","3.810","3.580","3.680","253,234","-0.070","","1.87","Miscellaneous","Publishing","14.9","1.61","1.55","5.31","2.62","0.29","474.80M","52.22M","192.18M","2.95 - 6.36"
"2801","QUOT","Quotient Technology Inc","7.500","7.180","7.300","1,054,055","-0.070","","0.95","","","N/A","4.73","N/A","N/A","4.35","5.08","3.77M","92.11M","672.43M","5.09 - 17.93"
"2802","QVCC","Qvc Inc 6.250% Senior Secured Notes Due","25.81","25.75","25.75","15,467","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.50 - 26.75"
"2803","QVCD","Qvc Inc 6.375% Senior Secured Notes Due","25.65","25.56","25.63","7,404","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.86 - 26.66"
"2804","R","Ryder System","82.09","79.88","81.13","395,945","-0.07","","0.09","Consumer Services","Rental/Leasing Companies","20.29","1.23","4.15","2.22","2.09","0.63","1.82B","52.93M","4.29B","60.60 - 93.05"
"2805","RA","Brookfield Real Assets Income Fund Inc","21.58","21.45","21.52","162,104","-0.10","","0.46","Transportation","Railroads","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.57 - 22.70"
"2806","RAAS","Cloopen Group Holding Ltd ADR","3.360","3.100","3.170","935,253","-0.050","","1.55","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2807","RACE","Ferrari N.V.","261.5","258.9","261.3","409,425","1.1","","0.40","","","37.71","2.37","3.07","0.6","35.47","5.38","1.09B","188.94M","49.37B","183.82 - 278.78"
"2808","RAD","Rite Aid Corp","13.12","12.63","12.85","1,071,113","0.00","","0.00","Health Care","Medical/Nursing Services","18.69","0.67","0.08","N/A","2.39","0.05","904.09M","1.05B","13.50B","11.50 - 32.48"
"2809","RAMP","Liveramp Holdings Inc","49.75","48.04","48.21","282,654","-0.57","","1.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","38.50 - 87.38"
"2810","RBA","Ritchie Bros. Auctioneers Inc","68.18","67.05","67.52","353,424","-0.57","","0.84","Miscellaneous","Business Services","61.79","2.99","0.46","2.4","4.27","5.36","203.46M","107.19M","7.24B","50.61 - 76.18"
"2811","RBA.U","Redball Acquisition Corp [Rbac.U]","10.50","10.47","10.50","4,288","-0.03","","0.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.81 - 14.12"
"2812","RBA.W","Redball Acquisition Corp [Rbac/W]","1.630","1.570","1.630","21,170","-0.070","","4.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.68 - 3.29"
"2813","RBAC","Redball Acquisition Corp Cl A","10.040","9.960","10.000","956,842","0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.69 - 12.40"
"2814","RBLX","Roblox Corp Cl A","121.8","113.6","115.9","11,737,146","-0.4","","0.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2815","RBO.W","Vicarious Surgical Inc WT [Rbot.W]","1.616","1.520","1.580","57,360","-0.060","","3.65","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2816","RBOT","Vicarious Surgical Inc","10.160","9.810","9.890","378,387","-0.100","","1.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2817","RC","Ready Capital Corp","16.52","16.14","16.22","675,977","-0.16","","0.98","Consumer Services","Broadcasting","13.6","N/A","0.899","N/A","1.92","2.68","14.60M","18.08M","293.31M","11.28 - 16.78"
"2818","RC-C","Ready Capital Corp 6.25% Series C","25.28","25.28","25.28","400","0.18","","0.72","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2819","RC-E","Ready Capital Corp","24.94","24.77","24.79","9,799","-0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2820","RCA","Ready Capital Corp 7.00%","27.05","26.91","27.05","1,401","0.18","","0.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.70 - 27.67"
"2821","RCB","Ready Capital Corp 6.20% Senior Notes","25.55","25.40","25.40","6,270","-0.10","","0.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.87 - 28.20"
"2822","RCC","Ready Capital Corp 5.75%","25.69","25.61","25.61","1,054","-0.10","","0.39","Finance","Closed-End Fund - Equity","4.62","N/A","2.24","19.32","1.06","91.14","N/A","13.58M","347.88M","8.27 - 12.51"
"2823","RCF.U","Rcf Acquisition Corp. Units","10.02","10.02","10.02","200","-0.02","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2824","RCI","Rogers Communication","45.41","44.87","45.39","266,867","0.06","","0.13","Consumer Services","Television Services","31.86","4.01","1.65","2.9","5.68","2.35","4.23B","514.90M","23.37B","43.18 - 53.90"
"2825","RCL","Royal Caribbean Cruises Ltd","75.99","73.48","75.50","3,478,528","0.80","","1.07","Consumer Services","Marine Transportation","17.43","1.09","7.13","1.95","2.73","3.05","2.67B","215.12M","16.24B","64.20 - 99.24"
"2826","RCS","Rcm Strategic Global Government Fund","7.050","6.970","7.000","111,536","-0.090","","1.27","Finance","Closed-End Fund - Foreign","N/A","N/A","0.58","N/A","N/A","N/A","N/A","N/A","N/A","6.77 - 8.23"
"2827","RCUS","Arcus Biosciences Inc","43.09","40.66","40.69","679,473","-1.92","","4.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.36 - 49.10"
"2828","RDN","Radian Group Inc","20.74","20.45","20.71","1,770,359","0.01","","0.05","Finance","Property-Casualty Insurers","24.33","1.21","0.87","0.05","1.54","3.79","676.01M","215.20M","4.46B","19.10 - 25.31"
"2829","RDS.A","Royal Dutch Shell Cl A ADR","44.35","43.73","44.15","4,551,516","0.12","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34.71 - 50.75"
"2830","RDS.B","Royal Dutch Shell Cl B ADR","44.29","43.53","43.97","4,178,376","0.17","","0.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33.06 - 50.44"
"2831","RDW","Redwire Corp","8.080","7.720","7.870","390,253","-0.040","","0.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2832","RDW.W","Redwire Corporation Redeemable WT","2.630","2.460","2.560","18,357","-0.130","","4.83","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2833","RDY","Dr. Reddy's Laboratories Ltd ADR","60.70","60.25","60.44","60,338","-0.15","","0.25","Consumer Durables","Major Pharmaceuticals","33.57","N/A","1.07","0.87","3.07","2.69","385.37M","165.79M","10.02B","57.54 - 75.50"
"2834","RE","Everest Re Group","273.3","269.4","270.0","147,993","-1.2","","0.45","Finance","Property-Casualty Insurers","8.13","N/A","29.15","2.13","1.12","1.57","N/A","41.06M","11.09B","209.63 - 289.68"
"2835","RELX","Relx Plc ADR","31.95","31.68","31.95","501,268","0.08","","0.25","","","27.82","N/A","0.83","1.32","18.8","4.81","2.93B","2.02B","64.38B","23.37 - 32.13"
"2836","RENN","Renren Inc ADR","12.61","11.50","12.52","433,804","0.37","","3.05","Technology","EDP Services","N/A","N/A","N/A","N/A","0.96","8.37","N/A","68.52M","857.87M","4.55 - 28.38"
"2837","RERE","Aihuishou International Co. Ltd ADR","6.610","6.280","6.370","183,943","-0.190","","2.90","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2838","RES","RPC Inc","4.690","4.390","4.650","693,038","0.180","","4.03","Energy","Oilfield Services/Equipment","N/A","N/A","N/A","1.22","5.86","4.55","155.79M","217.34M","1.01B","3.05 - 7.43"
"2839","REV","Revlon Inc","11.94","11.45","11.64","78,146","0.00","","0.00","Consumer Non-Durables","Package Goods/Cosmetics","N/A","N/A","N/A","N/A","N/A","0.43","293.10M","52.44M","610.45M","9.41 - 19.00"
"2840","REVG","Rev Group Inc","16.60","16.09","16.42","217,864","0.13","","0.80","","","82.55","1.07","0.32","0.76","3.08","0.79","119.43M","63.96M","1.05B","8.31 - 22.23"
"2841","REX","Rex American Resources Corp","100.8","96.2","100.5","12,352","1.1","","1.08","Basic Industries","Major Chemicals","21.01","2.49","4.37","N/A","1.7","1.29","65.99M","6.57M","660.08M","72.06 - 116.86"
"2842","REX-B","Rexford Indl Rlty Inc [Rexr/Pb]","25.99","25.79","25.82","992","-0.18","","0.69","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.25 - 26.93"
"2843","REX-C","Rexford Indl Rlty Inc [Rexr/Pc]","26.40","26.10","26.16","4,564","-0.17","","0.65","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.40 - 28.09"
"2844","REXR","Rexford Industrial Realty Inc","75.92","74.63","75.11","1,085,262","0.39","","0.52","","","63.68","9.07","0.47","1.97","2.14","14.9","82.43M","70.95M","5.33B","45.90 - 76.34"
"2845","REZI","Resideo Technologies Inc","26.52","25.71","25.93","348,110","-0.05","","0.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.33 - 33.25"
"2846","RF","Regions Financial Corp","22.55","21.92","22.23","7,214,021","-0.06","","0.27","Finance","Major Banks","16.43","1.39","0.96","2.28","1.18","3.48","N/A","1.20B","26.57B","15.07 - 24.89"
"2847","RF-B","Regions Financial Corp [Rf/Pb]","27.73","27.47","27.52","17,517","-0.13","","0.47","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.56 - 29.95"
"2848","RF-C","Regions Financial Corp [Rf/Pc]","27.42","27.18","27.21","19,311","-0.13","","0.48","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.19 - 29.95"
"2849","RF-E","Regions Financial Corp","25.05","24.93","24.97","31,573","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2850","RFI","Cohen & Steers Total Return Realty Fund","16.62","16.44","16.48","43,509","-0.04","","0.22","Finance","Diversified Investments","N/A","N/A","0.71","N/A","N/A","N/A","N/A","N/A","N/A","12.42 - 18.02"
"2851","RFL","Rafael Holdings Inc","5.960","5.060","5.320","698,681","-0.630","","10.59","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.13 - 66.44"
"2852","RFM","Rivernorth Flexible Municipal Income","22.90","22.62","22.79","24,216","-0.06","","0.26","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.93 - 24.77"
"2853","RFMZ","Rivernorth Flexible Municipal Income","20.70","20.41","20.54","10,282","0.21","","1.03","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2854","RFP","Resolute Forest Products Inc","14.27","13.72","13.96","663,974","0.04","","0.29","","","N/A","N/A","N/A","N/A","0.33","0.15","285.00M","89.75M","1.25B","6.03 - 17.65"
"2855","RGA","Reinsurance Group of America Inc","105.0","102.0","103.3","454,549","-0.4","","0.38","Finance","Accident &Health Insurance","12.96","1.57","11.74","1.31","1.17","0.77","1.34B","64.52M","6.67B","94.32 - 134.93"
"2856","RGR","Sturm Ruger & Company","65.92","64.09","64.49","170,046","-0.90","","1.38","Capital Goods","Ordnance And Accessories","13.05","N/A","3.95","3.02","4.01","1.46","149.13M","17.67M","1.14B","62.16 - 92.49"
"2857","RGS","Regis Corp","2.730","2.570","2.650","621,171","-0.030","","1.12","Consumer Services","Other Consumer Services","N/A","N/A","N/A","N/A","1.36","0.41","79.43M","46.40M","122.96M","2.36 - 14.39"
"2858","RGT","Royce Global Value Trust Inc","14.94","14.05","14.41","19,410","-3.03","","17.37","","","N/A","N/A","N/A","1.46","N/A","N/A","N/A","N/A","N/A","13.05 - 17.63"
"2859","RH","Restoration Hardware Holdings","615.0","582.3","603.0","907,873","-5.5","","0.91","","","4560","0.85","0.02","N/A","N/A","0.79","180.60M","21.12M","12.74B","411.88 - 744.56"
"2860","RHI","Robert Half International Inc","109.8","107.6","109.6","1,149,823","1.5","","1.41","Technology","Professional Services","20.48","4.95","2.58","1.8","6.01","1.28","591.57M","124.53M","13.64B","60.47 - 120.83"
"2861","RHP","Ryman Hospitality Properties REIT","85.44","80.99","81.27","385,850","-2.72","","3.24","","","20.86","1.4","3.16","4.88","9.09","2.85","325.01M","50.68M","4.12B","59.00 - 96.69"
"2862","RIG","Transocean Inc","3.170","3.020","3.140","10,459,431","0.080","","2.61","Energy","Oil & Gas Production","N/A","N/A","N/A","N/A","0.28","1.16","1.83B","391.09M","1.23B","2.11 - 5.13"
"2863","RIO","Rio Tinto Plc ADR","64.69","63.69","64.11","1,999,198","0.13","","0.20","Basic Industries","Precious Metals","13.83","N/A","3.43","4.56","2","2.25","15.22B","1.79B","114.94B","59.58 - 95.97"
"2864","RIV","Rivernorth Opportunities Fund","16.89","16.81","16.84","49,416","0.03","","0.18","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15.50 - 18.75"
"2865","RJF","Raymond James Financial","98.71","96.39","97.60","698,138","-0.34","","0.35","Finance","Investment Bankers/Brokers/Service","20.33","0.85","4.2","1.04","2.26","1.99","N/A","143.76M","14.03B","40.37 - 103.46"
"2866","RKL.W","Rockley Photonics Hldgs WT [Rkly/W]","1.720","1.720","1.720","1,200","-0.020","","1.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2867","RKLY","Rockley Photonics Holdings Limited","5.940","5.620","5.660","404,367","-0.180","","3.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2868","RKT","Rocket Companies Inc Cl A","16.44","16.11","16.16","3,487,993","-0.15","","0.92","Consumer Durables","Containers/Packaging","N/A","N/A","3.62","2.1","N/A","N/A","N/A","N/A","N/A","14.94 - 43.00"
"2869","RKT.U","Rocket Internet Growth Opp [Rkta.U]","9.950","9.900","9.950","2,599","-0.015","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2870","RKT.W","Rocket Internet Growth Opp [Rkta/W]","0.7500","0.7200","0.7400","100,235","0.0000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2871","RKTA","Rocket Internet Growth Opportunities Cl","9.730","9.730","9.730","146","-0.040","","0.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2872","RL","Ralph Lauren Corp","123.5","121.0","122.9","476,742","0.2","","0.20","Consumer Non-Durables","Apparel","N/A","114.13","N/A","2.19","2.21","1.15","987.10M","81.24M","9.98B","97.72 - 142.06"
"2873","RLGY","Realogy Holdings Corp","16.31","16.00","16.30","691,145","0.24","","1.49","","","18.77","1.33","1.72","1.11","1.83","0.73","758.00M","136.29M","2.22B","12.79 - 21.03"
"2874","RLI","Rli Corp","110.9","107.7","110.7","165,298","3.0","","2.78","Finance","Property-Casualty Insurers","26.07","3.86","2.26","1.43","2.94","3.18","129.75M","44.13M","4.88B","95.53 - 117.84"
"2875","RLJ","Rlj Lodging Trust","13.67","13.23","13.40","1,409,769","-0.12","","0.89","","","14.87","1.41","1.45","6.15","1.21","2.38","355.90M","123.84M","1.66B","11.92 - 17.51"
"2876","RLJ-A","Rlj Lodging TR [Rlj/Pa]","28.45","28.08","28.25","16,085","-0.06","","0.21","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.81 - 29.50"
"2877","RLX","Rlx Technology Inc ADR","4.550","4.140","4.220","10,174,452","-0.270","","6.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"2878","RM","Regional Managment Corp","56.63","55.45","55.77","34,219","-0.94","","1.66","","","10.68","N/A","2.28","N/A","1.26","1.13","68.46M","11.65M","649.83M","26.61 - 67.60"
"2879","RMAX","Re/Max Holdings Inc","29.76","29.11","29.18","104,998","-0.25","","0.85","","","50.99","4.16","1.32","1.07","2.53","6.35","95.88M","17.71M","516.73M","26.05 - 43.85"
"2880","RMD","Resmed Inc","265.6","258.7","261.4","390,917","-3.2","","1.20","Health Care","Medical/Dental Instruments","35.17","2.53","2.4","1.78","5.7","5.41","568.89M","142.26M","37.19B","179.37 - 301.34"
"2881","RMI","Rivernorth Opportunistic Municipal","22.80","22.32","22.70","13,657","0.10","","0.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","20.94 - 24.24"
"2882","RMM","Rivernorth Managed Duration Municipal","19.98","19.90","19.96","21,789","0.04","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.34 - 21.97"
"2883","RMO","Romeo Power Inc","4.150","3.920","3.950","2,479,841","-0.110","","2.71","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.29 - 32.73"
"2884","RMP.P","Rivernorth Marketplace Lending Corp","25.67","25.48","25.67","1,391","0.17","","0.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.09 - 26.70"
"2885","RMT","Royce Micro-Cap Trust","11.34","11.14","11.16","75,317","-0.36","","3.13","Finance","Closed-End Fund - Equity","N/A","N/A","1.7","7.37","N/A","N/A","N/A","N/A","N/A","9.69 - 12.69"
"2886","RNG","Ringcentral Inc","189.9","182.0","185.4","1,813,777","-0.8","","0.45","","","N/A","4.05","N/A","N/A","20.66","7.34","N/A","76.60M","14.20B","180.09 - 449.00"
"2887","RNGR","Ranger Energy Services Inc Cl A","10.19","9.95","10.19","26,302","0.09","","0.89","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.41M","85.73M","3.45 - 12.35"
"2888","RNP","Cohen & Steers REIT and Preferred","27.50","27.35","27.42","43,924","-0.04","","0.13","Finance","Closed-End Fund - Debt","N/A","N/A","1.6","N/A","N/A","N/A","N/A","N/A","N/A","21.01 - 28.43"
