"code","name","high","low","close","volume","change_absolute","direction","change_percent","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"TV","Grupo Televisa S.A. ADR","9.555","9.360","9.410","858,900","-0.090","","0.95","Consumer Services","Broadcasting","54.98","1.1","0.41","0.39","2.45","2.18","2.03B","495.56M","4.85B","7.15 - 15.06"
"TVC","Tennessee Valley Authority","25.42","25.28","25.38","16,100","-0.01","","0.06","Public Utilities","Electric Utilities: Central","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.10 - 27.94"
"TVE","Tennessee Valley Authority","25.45","25.29","25.34","41,700","-0.15","","0.59","Public Utilities","Electric Utilities: Central","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.00 - 27.38"
"TWI","Titan International","8.295","7.870","8.040","424,900","-0.040","","0.50","Basic Industries","Steel/Iron Ore","N/A","N/A","N/A","0.21","1.68","0.45","43.15M","59.70M","479.39M","4.04 - 11.82"
"TWLO","Twilio","259.0","250.9","255.8","2,268,500","-4.4","","1.69","","","N/A","N/A","N/A","N/A","8.05","8.57","N/A","91.90M","24.31B","235.00 - 457.30"
"TWN","Taiwan Fund","37.68","37.35","37.41","14,000","-0.54","","1.42","Finance","Closed-End Fund - Foreign","N/A","N/A","3.45","N/A","N/A","N/A","N/A","N/A","N/A","24.91 - 39.27"
"TWN.H","Tailwind Two Acquisition Corp [Twnt.U]","10.11","10.11","10.11","100","-0.10","","0.98","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWN.I","Tailwind Two Acquisition Corp WT","1.0100","0.9002","0.9500","13,700","0.0058","","0.61","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWN.S","Tailwind Intl Acquisition Corp [Twni.U]","9.960","9.880","9.895","22,200","0.015","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWN.T","Tailwind Intl Acquisition Corp WT","0.5800","0.5500","0.5798","6,700","-0.0367","","5.95","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWN.U","Tailwind Acquisition Corp [Twnd.U]","10.10","10.10","10.10","100","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.80 - 12.85"
"TWN.W","Tailwind Acquisition Corp WT [Twnd/W]","0.6500","0.5741","0.5741","81,800","-0.0059","","1.02","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.50 - 2.75"
"TWND","Tailwind Acquisition Corp Cl A","9.848","9.830","9.840","44,400","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.68 - 11.65"
"TWNI","Tailwind International Acquisition Corp","9.730","9.720","9.720","13,400","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWNT","Tailwind Two Acquisition Corp Cl A","9.900","9.880","9.890","301,000","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWO","Two Harbors Invt Corp","6.075","5.860","5.870","4,585,700","-0.120","","2.00","Consumer Services","Real Estate Investment Trusts","6.43","3.45","1.53","10.68","0.99","5.12","N/A","349.24M","2.11B","5.77 - 8.15"
"TWO-A","Two Harbors Invt Corp [Two/Pa]","26.12","26.05","26.05","1,700","-0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.15 - 27.10"
"TWO-B","Two Harbors Invt Corp [Two/Pb]","25.56","25.42","25.43","4,000","-0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.10 - 26.49"
"TWO-C","Two Harbors Invt Corp [Two/Pc]","25.24","25.16","25.16","5,100","-0.07","","0.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.83 - 25.64"
"TWOA","Two Cl A","9.750","9.750","9.750","4,000","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"TWTR","Twitter Inc","44.69","43.70","44.35","10,977,400","-0.25","","0.56","","","N/A","1.47","N/A","N/A","3.15","6.06","142.67M","732.93M","33.39B","41.01 - 80.75"
"TX","Ternium S.A. ADR","44.80","43.19","43.69","372,000","-0.02","","0.05","Basic Industries","Steel/Iron Ore","7.38","0.25","4.37","3.1","1.34","0.79","1.78B","196.28M","8.57B","26.41 - 56.86"
"TXT","Textron Inc","74.14","72.65","73.14","1,268,500","0.01","","0.01","Capital Goods","Aerospace","16.21","2.97","3.27","0.15","2.51","1.03","1.49B","264.76M","19.97B","44.36 - 78.13"
"TY","Tri Continental Corp","32.35","31.48","31.96","124,400","-3.49","","9.84","Finance","Closed-End Fund - Debt","N/A","N/A","3.23","N/A","N/A","N/A","N/A","N/A","N/A","28.88 - 35.85"
"TY.P","Tri Contl Corp [Ty/P]","58.15","57.65","58.15","700","-0.10","","0.17","Consumer Services","Miscellaneous","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","55.26 - 59.52"
"TYG","Tortoise Energy Infrastructure Corp","27.21","26.76","26.86","74,200","-0.14","","0.52","Finance","Closed-End Fund - Equity","N/A","N/A","9.93","N/A","N/A","N/A","N/A","N/A","N/A","19.75 - 31.15"
"TYL","Tyler Technologies","513.5","500.9","505.8","176,700","-9.2","","1.78","Technology","Computer Software: Prepackaged Software","54.02","2.88","3.34","N/A","6.66","8.52","175.52M","37.32M","19.22B","372.80 - 557.55"
"U","Unity Software Inc","142.6","135.6","140.0","4,535,200","0.3","","0.18","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","76.00 - 210.00"
"UA","Under Armour Inc Cl C","19.37","18.95","19.01","1,896,800","-0.24","","1.25","Consumer Non-Durables","Apparel","29.15","7.92","0.49","N/A","3.19","1.3","526.36M","440.97M","8.85B","14.52 - 23.00"
"UAA","Under Armour","22.70","22.20","22.25","3,843,500","-0.35","","1.55","","","32.47","7.91","0.49","N/A","3.57","1.45","526.36M","440.77M","10.41B","16.72 - 27.28"
"UAN","Cvr Partners LP","79.59","76.99","78.67","42,100","2.35","","3.08","Basic Industries","Agricultural Chemicals","N/A","N/A","N/A","12.6","0.68","1.19","91.00M","113.28M","8.94B","13.76 - 87.20"
"UBA","Urstadt Biddle Properties Inc","20.42","19.81","19.81","156,300","-0.44","","2.17","Consumer Services","Real Estate Investment Trusts","20.86","2.83","1.05","4.87","2.02","6.72","74.49M","37.70M","741.26M","13.46 - 21.66"
"UBER","Uber Technologies Inc","38.45","35.21","37.26","45,041,300","1.53","","4.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","35.26 - 64.05"
"UBP","Urstadt Biddle Properties Inc","17.76","17.28","17.76","3,800","0.42","","2.42","Consumer Services","Real Estate Investment Trusts","17.68","N/A","1.05","5.17","1.69","5.61","74.49M","37.70M","635.32M","11.12 - 18.85"
"UBP-H","Urstadt Biddle Pptys Inc [Ubp/Ph]","25.56","25.52","25.56","600","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.18 - 26.97"
"UBP-K","Urstadt Biddle Properties Inc 5.875% Prf","25.68","25.26","25.39","4,400","-0.46","","1.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.89 - 27.22"
"UBS","UBS Group Ag ADR","17.90","17.64","17.76","2,196,700","-0.01","","0.06","Finance","Major Banks","15.71","1.17","1.08","7.09","1.17","2.09","N/A","3.72B","66.53B","13.53 - 18.67"
"UDR","United Dominion Realty Trust","59.58","58.11","58.59","2,806,100","-0.76","","1.28","Consumer Services","Real Estate Investment Trusts","34.82","N/A","1.11","3.22","3.6","10.45","616.47M","267.46M","15.61B","36.11 - 59.44"
"UE","Urban Edge Properties","17.95","17.40","17.58","1,725,300","-0.29","","1.62","","","23.49","6.22","1.02","3.69","3.8","6.76","230.14M","107.67M","1.94B","12.43 - 20.33"
"UFI","Unifi Inc","24.63","23.59","24.33","81,600","0.31","","1.29","Consumer Non-Durables","Textiles","21.83","1.17","1.78","N/A","1.88","1.05","63.44M","18.25M","433.44M","16.35 - 30.94"
"UFS","Domtar Corp","55.50","55.47","55.49","3,952,600","0.01","","0.02","Basic Industries","Paper","17.27","5.82","2.62","3.76","1","0.55","619.00M","62.71M","3.48B","29.07 - 55.49"
"UGI","Ugi Corp","45.42","44.62","44.77","1,403,300","-0.57","","1.26","Public Utilities","Natural Gas Distribution","22.06","2.68","2.2","2.06","2.63","1.4","1.35B","173.47M","7.93B","33.86 - 48.55"
"UGIC","Ugi Corp","103.9","102.5","102.5","2,300","-0.7","","0.72","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UGP","Ultrapar Participacoes S.A. ADR","2.765","2.670","2.680","1,685,000","-0.080","","2.90","Public Utilities","Oil/Gas Transmission","30.13","2.07","0.82","2.3","4.63","0.54","1.19B","543.25M","1.49B","2.18 - 4.74"
"UHS","Universal Health Services","130.9","127.7","127.9","549,500","-0.9","","0.71","Health Care","Hospital/Nursing Management","14.07","1.8","7.36","0.39","2.06","0.98","1.71B","95.66M","12.28B","116.23 - 165.00"
"UHT","Universal Health Realty Income Trust","58.90","57.29","57.67","70,700","-1.56","","2.63","Consumer Services","Real Estate Investment Trusts","23.16","N/A","3.23","3.61","4.76","13.44","51.20M","13.64M","803.86M","55.01 - 75.61"
"UI","Ubiquiti Networks","300.5","281.1","284.5","163,400","-9.4","","3.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","236.11 - 401.80"
"UIS","Unisys Corp","20.17","18.89","19.29","437,700","0.36","","1.90","Technology","EDP Services","N/A","N/A","N/A","N/A","N/A","0.16","130.40M","50.47M","977.58M","17.04 - 28.60"
"UL","Unilever Plc ADR","53.31","52.93","53.03","2,761,200","-0.06","","0.11","Consumer Non-Durables","Packaged Foods","22.77","N/A","2.44","3.05","8.01","2.4","11.63B","2.81B","149.77B","50.60 - 61.81"
"UMC","United Microelectronics Corp ADR","11.10","10.90","11.08","6,197,200","0.07","","0.64","Technology","Semiconductors","19.54","1.06","0.13","3.24","0.88","1.23","1.90B","2.44B","27.66B","7.82 - 12.68"
"UMH","Umh Properties","25.39","24.65","24.84","738,500","-0.49","","1.93","","","N/A","N/A","N/A","4.79","2.94","4.8","41.90M","33.89M","835.85M","14.32 - 25.70"
"UMH-C","Umh Pptys Inc [Umh/Pc]","25.59","25.41","25.51","4,100","0.08","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.85 - 26.46"
"UMH-D","Umh Pptys Inc [Umh/Pd]","25.74","25.62","25.71","3,000","0.13","","0.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.26 - 26.65"
"UNF","Unifirst Corp","206.9","204.5","205.9","64,100","1.0","","0.47","Consumer Services","Other Consumer Services","29.63","3.05","5.43","0.09","2.26","2.11","249.49M","20.27M","4.14B","189.84 - 258.86"
"UNFI","United Nat Foods","52.72","50.01","50.65","990,700","-0.40","","0.78","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","14.55 - 57.89"
"UNH","Unitedhealth Group Inc","483.0","477.2","479.5","3,017,800","1.3","","0.28","Health Care","Hospital And Medical Service Plans","24.14","1.41","8.81","1.43","4.37","1.05","16.14B","988.99M","472.97B","320.35 - 474.48"
"UNM","Unumprovident Corp","24.11","23.42","23.80","2,009,900","0.39","","1.67","Finance","Accident &Health Insurance","12.63","2.52","4.15","1.74","1.28","1.06","1.66B","225.74M","5.42B","20.78 - 31.98"
"UNMA","Unum Group 6.250% Junior","25.98","25.86","25.90","17,700","-0.09","","0.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.98 - 27.73"
"UNP","Union Pacific Corp","247.0","243.3","244.6","2,682,100","-1.1","","0.46","Transportation","Railroads","21.23","1.57","5.51","2.08","4.76","4.5","9.80B","800.39M","198.87B","193.14 - 249.94"
"UNVR","Univar Inc","27.11","26.66","26.77","783,800","-0.17","","0.63","","","N/A","0.23","N/A","N/A","4.27","0.51","473.50M","140.67M","3.91B","17.97 - 29.77"
"UP","Wheels Up Experience Inc","4.420","4.210","4.220","1,863,800","-0.070","","1.63","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UP.W","Wheels Up Experience Inc WT","0.8550","0.8300","0.8338","9,800","0.0038","","0.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UPH","Uphealth Inc","2.570","2.430","2.460","984,400","-0.020","","0.81","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UPH.W","Uphealth Inc WT","0.4287","0.3700","0.3781","13,300","-0.0206","","5.17","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UPS","United Parcel Service","207.1","203.1","203.7","1,924,200","-2.6","","1.25","Transportation","Trucking Freight/Courier Services","29.69","2.39","4.07","2.78","83.1","1.64","7.85B","866.00M","181.09B","154.76 - 220.24"
"URI","United Rentals","342.1","333.4","337.6","471,000","-0.7","","0.20","Technology","Diversified Commercial Services","21.2","0.87","6.88","N/A","6.13","2","1.75B","84.56M","29.41B","217.39 - 414.99"
"USA","Liberty All-Star Equity Fund","8.090","7.980","8.070","1,205,300","-0.030","","0.37","Finance","Closed-End Fund - Equity","N/A","N/A","0.46","N/A","N/A","N/A","N/A","N/A","N/A","6.63 - 9.46"
"USAC","USA Compression Partners LP","15.17","14.76","14.81","94,600","-0.09","","0.60","","","480.61","N/A","0.03","13.04","1.42","3.58","129.99M","61.57M","947.00M","12.24 - 17.83"
"USB","U.S. Bancorp","57.88","56.81","57.31","4,359,000","0.49","","0.86","Finance","Major Banks","16.45","2.49","3.31","2.22","2.13","4.62","N/A","1.67B","96.64B","42.47 - 63.01"
"USB-A","US Bancorp [Usb/Pa]","926.0","926.0","926.0","700","7.9","","0.86","Finance","Major Banks","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","893.29 - 1,019.79"
"USB-H","US Bancorp [Usb/Ph]","24.05","23.93","23.94","33,700","-0.11","","0.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.85 - 25.25"
"USB-M","US Bancorp [Usb/Pm]","25.40","25.34","25.36","162,200","-0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.32 - 27.26"
"USB-P","US Bancorp [Usb/Pp]","26.60","26.46","26.58","42,000","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.11 - 28.88"
"USB-Q","US Bancorp [Usb/Pq]","23.34","23.15","23.24","56,200","-0.02","","0.09","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.01 - 25.49"
"USB-R","US Bancorp [Usb/Pr]","24.60","24.35","24.45","80,400","-0.05","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"USDP","USD Partners LP","5.080","4.820","4.840","102,400","-0.240","","4.72","","","9.8","N/A","1.13","12.65","3.53","2.57","55.88M","26.36M","135.22M","3.27 - 8.27"
"USER","Usertesting Inc","9.100","8.850","8.970","1,152,500","-0.030","","0.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"USFD","US Foods Holding","32.28","31.44","31.80","3,871,700","-0.03","","0.09","","","20.38","0.99","1.33","N/A","2.31","0.26","888.93M","223.66M","7.31B","30.02 - 42.10"
"USM","United States Cellular Corp","32.11","30.64","31.78","226,700","0.70","","2.25","Public Utilities","Telecommunications Equipment","64.27","2.48","0.57","N/A","0.85","0.81","625.00M","85.15M","2.67B","28.53 - 39.96"
"USNA","Usana Health Sciences Inc","102.1","100.5","101.0","63,300","0.1","","0.05","Consumer Durables","Specialty Chemicals","17.4","1.72","3.85","N/A","4.27","1.59","147.32M","24.48M","2.48B","74.85 - 107.85"
"USPH","U.S. Physical Therapy","96.66","93.56","95.18","135,000","1.28","","1.36","","","43.04","3.15","1.58","1.2","4.31","2.22","60.41M","12.58M","1.20B","84.43 - 143.67"
"USX","U.S. Xpress Enterprises Inc Cl A","5.438","5.000","5.060","440,100","-0.210","","3.98","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.94 - 12.33"
"UTF","Cohen & Steers Infrastructure Fund","27.60","27.34","27.39","121,400","-0.24","","0.87","Finance","Closed-End Fund - Equity","N/A","N/A","1.81","N/A","N/A","N/A","N/A","N/A","N/A","24.81 - 29.95"
"UTI","Universal Technical Institute Inc","8.080","7.660","7.810","41,400","-0.180","","2.25","Consumer Services","Other Consumer Services","N/A","N/A","N/A","N/A","1.36","0.24","14.20M","24.76M","201.52M","5.34 - 9.13"
"UTL","Unitil Corp","44.80","44.16","44.63","67,500","0.46","","1.04","Public Utilities","Power Generation","25.14","5.66","2.08","2.77","2.44","1.88","116.50M","14.12M","626.43M","38.02 - 59.32"
"UTZ","Utz Brands Inc","17.14","16.59","16.59","706,200","-0.38","","2.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.72 - 30.09"
"UVE","Universal Insurance Holdings Inc","16.88","16.23","16.65","372,400","0.20","","1.22","","","8.68","N/A","2.82","2.28","2.03","1.2","166.43M","34.85M","549.52M","12.62 - 16.57"
"UVV","Universal Corp","51.95","51.11","51.29","197,400","0.36","","0.71","Consumer Services","Farming/Seeds/Milling","41.65","N/A","1.37","3.76","1.13","0.71","233.35M","25.37M","1.28B","44.93 - 60.95"
"UWM.W","Uwm Hldg Corp WT [Uwmc/W]","0.8700","0.8102","0.8575","9,500","0.0477","","5.89","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UWMC","Uwm Hldg Corp","6.830","6.610","6.750","2,288,200","0.070","","1.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"UZD","United States Cellular Corp 6.250%","26.68","26.49","26.52","24,900","-0.14","","0.53","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.00 - 28.08"
"UZE","United States Cellular Corp","25.92","25.72","25.79","27,100","-0.07","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.26 - 27.38"
"UZF","United States Cellular Corp 5.500%","25.85","25.74","25.85","50,200","0.10","","0.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"V","Visa Inc","213.4","208.5","210.0","9,829,400","-1.0","","0.49","Miscellaneous","Business Services","40.8","1.63","2.69","0.71","9.51","14.13","12.17B","2.29B","487.92B","190.10 - 252.67"
"VAC","Marriot Vacations Worldwide Cor","157.1","153.2","155.3","353,000","-0.3","","0.19","","","23.6","1.55","5.56","1.07","3.68","2.6","268.31M","27.05M","4.36B","121.89 - 190.97"
"VAL","Valaris Ltd","32.85","31.06","32.09","277,300","0.50","","1.58","Basic Industries","Paints/Coatings","N/A","N/A","4.21","N/A","N/A","N/A","N/A","N/A","N/A","0.29 - 8.15"
"VAL.W","Valaris Ltd WT","2.850","2.790","2.850","7,100","-0.100","","3.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"VALE","Vale S.A. ADR","14.03","13.60","13.66","27,114,300","-0.10","","0.73","Basic Industries","Precious Metals","14.44","N/A","0.69","2.88","1.21","1.58","14.57B","5.15B","69.68B","11.16 - 23.18"
"VAPO","Vapotherm Inc","21.35","20.52","21.02","145,000","0.11","","0.53","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","16.64 - 38.46"
"VATE","Innovate Corp","3.670","3.590","3.600","228,700","-0.050","","1.37","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"VBF","Invesco Van Kampen Bond Fund","19.51","19.30","19.51","22,100","0.16","","0.83","Finance","Closed-End Fund - Debt","N/A","N/A","2","N/A","N/A","N/A","N/A","N/A","N/A","19.15 - 21.78"
"VCIF","Vertical Capital Income Fund","10.23","10.17","10.23","7,200","0.05","","0.49","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.55 - 10.95"
"VCRA","Vocera Communications Inc","58.24","56.67","57.99","244,700","-0.07","","0.12","","","N/A","12.16","N/A","N/A","8.82","6.07","N/A","29.10M","1.66B","31.93 - 61.89"
"VCV","Invesco California Value Muni Income","13.51","13.37","13.39","46,200","-0.10","","0.74","Consumer Services","Miscellaneous","N/A","N/A","0.02","N/A","N/A","N/A","N/A","N/A","N/A","12.52 - 14.49"
"VEC","Vectrus Inc","42.59","41.39","41.89","48,900","0.27","","0.65","","","15.29","N/A","2.09","N/A","2.63","0.31","45.00M","11.08M","484.31M","41.24 - 60.32"
"VEEV","Veeva Systems Inc","268.8","258.5","262.0","1,173,600","-4.8","","1.81","","","76.01","3.13","0.78","N/A","10.9","13.55","154.55M","140.65M","37.38B","235.74 - 343.96"
"VEL","Velocity Financial Inc","13.53","13.10","13.13","24,900","-0.22","","1.65","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.56 - 13.80"
"VET","Vermilion Energy Inc","10.90","10.44","10.52","1,719,800","-0.35","","3.22","","","66.53","3.79","0.51","5.97","2.94","5.04","513.13M","121.13M","1.38B","4.19 - 12.07"
"VFC","V.F. Corp","74.26","73.26","73.57","3,018,300","-1.22","","1.63","Consumer Non-Durables","Apparel","27.05","3.14","2.62","2.4","7.61","2.31","1.87B","393.65M","29.91B","65.34 - 90.79"
"VGI","Virtus Global Multi-Sector Inc","11.34","11.14","11.29","66,600","-0.03","","0.27","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11.12 - 12.75"
"VGI.U","Virgin Group Acquisition Corp II","10.020","10.000","10.000","11,600","-0.050","","0.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"VGI.W","Virgin Group Acquisition Corp II","0.9400","0.8500","0.8520","23,800","-0.0883","","9.39","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"VGII","Virgin Group Acquisition Corp II Cl A","9.860","9.830","9.860","78,900","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"VGM","Invesco Trust For Investment Grade","13.58","13.52","13.55","108,100","0.01","","0.07","Consumer Services","Miscellaneous","N/A","N/A","0.07","N/A","N/A","N/A","N/A","N/A","N/A","12.70 - 14.36"
