"code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"PSA-E","Public Storage [Psa/Pe]","25.28","25.27","25.28","7,970","0.02","","0.08","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.08 - 26.19"
"PSA-F","Public Storage [Psa/Pf]","25.65","25.55","25.65","10,100","0.03","","0.12","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.27 - 27.05"
"PSA-G","Public Storage [Psa/Pg]","25.67","25.59","25.67","13,082","0.13","","0.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.37 - 27.35"
"PSA-H","Public Storage [Psa/Ph]","27.19","27.07","27.08","13,373","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.92 - 29.00"
"PSA-I","Public Storage [Psa/Pi]","26.58","26.43","26.46","6,315","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.96 - 28.31"
"PSA-J","Public Storage [Psa/Pj]","26.08","25.99","26.07","18,052","-0.03","","0.11","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.34 - 28.23"
"PSA-K","Public Storage [Psa/Pk]","26.08","26.00","26.06","22,425","0.06","","0.23","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.81 - 28.58"
"PSA-L","Public Storage [Psa/Pl]","26.45","26.37","26.45","13,723","0.22","","0.84","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.12 - 28.20"
"PSA-M","Public Storage","25.62","25.49","25.56","2,690","-0.02","","0.08","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.63 - 27.15"
"PSA-N","Public Storage","24.96","24.90","24.94","7,654","0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.18 - 26.19"
"PSA-O","Public Storage [Psa/Po]","24.89","24.78","24.85","7,767","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.42 - 26.59"
"PSA-P","Public Storage","25.07","24.96","25.07","37,722","0.07","","0.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.63 - 26.63"
"PSA-Q","Public Storage","25.09","24.94","25.09","7,140","0.10","","0.40","Consumer Services","Real Estate Investment Trusts","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.04 - 27.00"
"PSA-R","Public Storage","24.99","24.89","24.92","20,351","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.08 - 26.29"
"PSB","Business Parks","179.9","175.9","178.3","107,216","1.0","","0.58","Consumer Services","Real Estate Investment Trusts","43.94","N/A","3.06","2.55","4.89","9.17","261.16M","27.20M","4.82B","127.50 - 181.89"
"PSB-X","PS Business Parks Inc Calif [Psb/Px]","25.83","25.72","25.73","14,106","-0.12","","0.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.29 - 26.97"
"PSB-Y","PS Business Parks Inc Calif [Psb/Py]","25.92","25.85","25.90","12,761","-0.11","","0.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.29 - 27.13"
"PSB-Z","PS Business Parks Inc Calif [Psb/Pz]","26.94","26.65","26.78","20,031","-0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.15 - 28.22"
"PSE-A","Prospect Capital Corp","21.60","20.98","21.03","118,580","-0.58","","2.68","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PSF","Cohen & Steers Preferred Fund","27.46","27.17","27.20","35,597","-0.24","","0.87","","","N/A","N/A","N/A","7.32","N/A","N/A","N/A","N/A","N/A","26.29 - 32.50"
"PSF.W","Paysafe Ltd WT [Psfe/W]","0.7200","0.6200","0.6300","275,384","-0.0700","","10.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PSFE","Paysafe Ltd","3.940","3.660","3.770","10,458,742","-0.210","","5.28","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PSN","Parsons Corp","34.07","33.34","33.56","204,371","-0.68","","1.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.86 - 45.01"
"PSO","Pearson Plc ADR","8.010","7.900","7.930","400,156","-0.110","","1.37","Consumer Services","Books","N/A","N/A","N/A","5.18","1.47","1.23","1.08B","814.78M","6.55B","7.77 - 12.39"
"PSP.U","Post Hldgs Partnering Corp [Pspc.U]","10.17","10.17","10.17","450","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PSP.W","Post Holdings Partnering Corp WT","1.090","1.050","1.090","2,933","0.050","","4.81","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PSPC","Post Holdings Partnering Corp Series A","9.760","9.700","9.720","1,042","-0.040","","0.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PST.W","Pershing Square Tontine Hldgs WT","1.580","1.420","1.500","220,507","0.010","","0.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.73 - 17.80"
"PSTG","Pure Storage Inc","32.89","31.83","31.86","3,287,149","-0.60","","1.85","","","N/A","N/A","N/A","N/A","7.78","4.17","N/A","211.21M","6.86B","16.79 - 33.78"
"PSTH","Pershing Square Tontine Holdings","19.88","19.75","19.77","3,286,576","-0.09","","0.45","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.54 - 34.10"
"PSTL","Postal Realty Trust Cl A","17.86","17.61","17.80","132,874","0.04","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","15.25 - 21.27"
"PSX","Phillips 66","71.88","69.51","69.64","2,521,769","-2.88","","3.97","","","27.53","N/A","3.34","3.07","2.09","0.59","2.21B","511.47M","37.09B","63.19 - 94.34"
"PSXP","Phillips 66 Partners LP","35.79","34.78","34.85","367,950","-1.34","","3.70","","","21.16","1.39","2.42","5.19","2.25","7.04","461.00M","110.48M","4.00B","24.21 - 42.17"
"PTA","Cohen & Steers Tax-Advantaged Preferred","23.50","23.38","23.44","446,623","-0.07","","0.30","Finance","Accident & Health Insurance","N/A","N/A","N/A","N/A","N/A","0.35","N/A","23.27K","546.98K","23.36 - 26.25"
"PTR","Petrochina Company Ltd ADR","45.60","44.72","44.84","133,396","-0.80","","1.75","Energy","Oil & Gas Production","40.18","0.36","1.6","2.5","0.63","0.41","44.65B","1.83B","83.53B","29.90 - 54.50"
"PTY","Pimco Corporate Opportunity Fund","17.70","16.94","17.09","1,053,938","-0.45","","2.57","Finance","Closed-End Fund - Debt","N/A","N/A","2.774","N/A","N/A","N/A","N/A","N/A","N/A","17.42 - 21.66"
"PUK","Prudential Public Ltd Company ADR","33.95","33.52","33.72","533,704","-0.66","","1.92","Finance","Life Insurance","17.33","N/A","2.82","N/A","3.1","0.6","6.57B","1.29B","44.25B","31.74 - 44.99"
"PUK-A","Prudential [Puk/Pa]","25.12","25.00","25.06","34,922","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.02 - 28.98"
"PUK.P","Prudential Plc ADR [Puk/I]","25.42","25.39","25.42","25,384","0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.34 - 41.25"
"PUMP","Propetro Holding Corp","8.950","8.430","8.620","631,262","-0.400","","4.43","","","N/A","N/A","N/A","N/A","3.06","1.74","51.36M","82.82M","747.00M","6.39 - 13.99"
"PV","Primavera Capital Acquisition Corp Cl A","9.740","9.740","9.740","206","0.000","","0.00","Industrial Goods","Diversified Machinery","17.7","N/A","5.29","3.57","4.62","3.32","68.50M","8.69K","84.64K","0.00 - 0.00"
"PV.U","Primavera Capital Acquisition Corp","10.10","10.09","10.09","6,900","-0.04","","0.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PV.W","Primavera Capital Acquisition Corp WT","0.7600","0.7600","0.7600","326","-0.0600","","7.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PVG","Pretium Res Inc","13.53","13.25","13.45","1,461,475","0.12","","0.90","Energy","Coal Mining","N/A","N/A","N/A","N/A","2.32","N/A","N/A","181.49M","2.42B","8.29 - 14.79"
"PVH","Phillips-Van Heusen Corp","101.93","96.85","98.39","1,183,105","-3.30","","3.25","Consumer Non-Durables","Apparel","24.23","1.41","5.24","0.12","1.96","1.19","1.14B","77.45M","7.88B","78.76 - 125.42"
"PVL","Permianville Royalty Trust","2.190","2.130","2.160","64,358","0.030","","1.41","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.70 - 2.39"
"PWR","Quanta Services","114.9","111.4","112.0","976,876","-2.4","","2.05","Capital Goods","Engineering & Construction","21.59","0.77","1.76","N/A","1.64","0.69","655.04M","155.08M","17.74B","66.75 - 124.69"
"PWSC","Powerschool Holdings Inc Cl A","19.13","16.87","17.00","1,049,101","-3.11","","15.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"PX","P10 Inc Cl A","14.19","13.06","13.49","171,336","-0.54","","3.85","Basic Industries","Major Chemicals","27.74","3.17","5.34","2.11","7.37","3.92","3.54B","286.01M","4.01B","140.00 - 169.75"
"PXD","Pioneer Natural Resources Company","182.6","176.8","178.9","1,705,348","-5.4","","2.91","Energy","Oil & Gas Production","146.7","N/A","0.99","0.06","2.28","4.95","1.79B","170.11M","31.34B","107.96 - 196.64"
"PYN","Pimco New York Muni Income Fund III","9.430","9.250","9.290","7,418","-0.040","","0.43","Finance","Closed-End Fund - Foreign","N/A","N/A","0.03","N/A","N/A","N/A","N/A","N/A","N/A","8.67 - 11.00"
"PYS","Pplus Trust","24.04","23.34","24.04","200","0.52","","2.21","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2.40M","57.70M","18.20 - 24.74"
"PYT","Pplus Trust","24.51","24.01","24.51","400","0.00","","0.00","Finance","Finance: Consumer Services","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.33 - 26.88"
"PZC","Pimco California Muni Income Fund III","11.08","10.82","11.02","34,059","0.22","","2.04","Finance","Closed-End Fund - Debt","N/A","N/A","0.08","N/A","N/A","N/A","N/A","N/A","N/A","10.00 - 11.77"
"PZN","Pzena Investment Management Inc","10.050","9.520","9.550","57,194","-0.500","","4.98","Finance","Investment Managers","17.07","1.05","0.7","0.99","6.25","1.57","62.83M","17.28M","173.71M","6.91 - 12.13"
"QD","Qudian Inc ADR","1.260","1.100","1.110","6,722,078","-0.290","","20.71","","","N/A","N/A","5.76","N/A","N/A","N/A","N/A","266.44M","373.01M","1.17 - 3.82"
"QFT.U","Quantum Fintech Acquisition Corp","10.39","10.38","10.39","400","-0.13","","1.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"QFT.W","Quantum Fintech Acquisition Corp WT","0.6000","0.5300","0.5300","136,856","-0.0200","","3.64","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"QFTA","Quantum Fintech Acquisition Corp","9.900","9.850","9.860","13,963","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"QGEN","Qiagen N.V.","54.94","54.30","54.78","306,320","0.43","","0.79","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","45.58 - 59.00"
"QS","Quantumscape Corp","24.68","22.62","23.37","8,119,253","-0.53","","2.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","19.12 - 132.73"
"QSR","Restaurant Brands International","59.70","58.06","58.51","1,690,283","-1.01","","1.70","","","45.59","1.73","1.43","1.29","8.03","3.58","1.91B","236.22M","14.06B","54.18 - 71.12"
"QTWO","Q2 Holdings Inc","81.71","78.63","81.24","404,511","1.92","","2.42","","","N/A","N/A","N/A","N/A","17.32","10.08","N/A","41.32M","3.28B","69.91 - 148.56"
"QUAD","Quad Graphics Inc","3.660","3.360","3.650","471,292","-0.030","","0.82","Miscellaneous","Publishing","14.9","1.61","1.55","5.31","2.62","0.29","474.80M","52.22M","192.18M","2.95 - 6.36"
"QUOT","Quotient Technology Inc","7.260","6.960","7.050","735,251","-0.250","","3.42","","","N/A","4.73","N/A","N/A","4.35","5.08","3.77M","92.11M","672.43M","5.09 - 17.93"
"QVCC","Qvc Inc 6.250% Senior Secured Notes Due","25.79","25.71","25.77","14,516","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.50 - 26.75"
"QVCD","Qvc Inc 6.375% Senior Secured Notes Due","25.65","25.57","25.58","4,843","-0.05","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.86 - 26.66"
"R","Ryder System","83.81","80.52","83.00","752,715","1.87","","2.30","Consumer Services","Rental/Leasing Companies","20.29","1.23","4.15","2.22","2.09","0.63","1.82B","52.93M","4.29B","60.60 - 93.05"
"RA","Brookfield Real Assets Income Fund Inc","21.51","21.30","21.47","236,217","-0.05","","0.23","Transportation","Railroads","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.57 - 22.70"
"RAAS","Cloopen Group Holding Ltd ADR","3.600","3.040","3.070","2,837,532","-0.100","","3.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RACE","Ferrari N.V.","260.8","257.7","258.4","191,465","-2.9","","1.11","","","37.71","2.37","3.07","0.6","35.47","5.38","1.09B","188.94M","49.37B","183.82 - 278.78"
"RAD","Rite Aid Corp","12.89","12.27","12.58","1,748,492","-0.27","","2.10","Health Care","Medical/Nursing Services","18.69","0.67","0.08","N/A","2.39","0.05","904.09M","1.05B","13.50B","11.50 - 32.48"
"RAMP","Liveramp Holdings Inc","48.24","46.42","47.25","273,044","-0.96","","1.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","38.50 - 87.38"
"RBA","Ritchie Bros. Auctioneers Inc","67.37","65.91","65.91","507,200","-1.61","","2.38","Miscellaneous","Business Services","61.79","2.99","0.46","2.4","4.27","5.36","203.46M","107.19M","7.24B","50.61 - 76.18"
"RBA.U","Redball Acquisition Corp [Rbac.U]","10.52","10.48","10.49","3,637","-0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.81 - 14.12"
"RBA.W","Redball Acquisition Corp [Rbac/W]","1.780","1.540","1.540","15,901","-0.090","","5.52","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.68 - 3.29"
"RBAC","Redball Acquisition Corp Cl A","10.010","9.960","9.960","690,992","-0.040","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.69 - 12.40"
"RBLX","Roblox Corp Cl A","115.8","107.4","111.8","13,039,916","-4.1","","3.56","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RBO.W","Vicarious Surgical Inc WT [Rbot.W]","1.690","1.500","1.580","76,536","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RBOT","Vicarious Surgical Inc","10.350","9.740","9.900","529,660","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RC","Ready Capital Corp","16.41","15.88","15.93","808,398","-0.29","","1.79","Consumer Services","Broadcasting","13.6","N/A","0.899","N/A","1.92","2.68","14.60M","18.08M","293.31M","11.28 - 16.78"
"RC-C","Ready Capital Corp 6.25% Series C","25.35","25.24","25.28","651","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RC-E","Ready Capital Corp","24.85","24.64","24.79","21,794","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RCA","Ready Capital Corp 7.00%","26.99","26.80","26.80","1,963","-0.25","","0.92","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.70 - 27.67"
"RCB","Ready Capital Corp 6.20% Senior Notes","25.56","25.43","25.49","7,648","0.09","","0.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","23.87 - 28.20"
"RCC","Ready Capital Corp 5.75%","25.75","25.51","25.75","1,039","0.14","","0.55","Finance","Closed-End Fund - Equity","4.62","N/A","2.24","19.32","1.06","91.14","N/A","13.58M","347.88M","8.27 - 12.51"
"RCF.U","Rcf Acquisition Corp. Units","10.04","10.04","10.04","3,000","0.02","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RCI","Rogers Communication","45.35","44.78","44.95","268,179","-0.44","","0.97","Consumer Services","Television Services","31.86","4.01","1.65","2.9","5.68","2.35","4.23B","514.90M","23.37B","43.18 - 53.90"
"RCL","Royal Caribbean Cruises Ltd","74.01","70.89","72.15","4,242,345","-3.35","","4.44","Consumer Services","Marine Transportation","17.43","1.09","7.13","1.95","2.73","3.05","2.67B","215.12M","16.24B","64.20 - 99.24"
"RCS","Rcm Strategic Global Government Fund","7.050","6.840","6.890","140,425","-0.110","","1.57","Finance","Closed-End Fund - Foreign","N/A","N/A","0.58","N/A","N/A","N/A","N/A","N/A","N/A","6.77 - 8.23"
"RCUS","Arcus Biosciences Inc","41.37","39.93","40.67","511,744","-0.02","","0.05","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.36 - 49.10"
"RDN","Radian Group Inc","20.70","20.48","20.51","1,438,337","-0.20","","0.97","Finance","Property-Casualty Insurers","24.33","1.21","0.87","0.05","1.54","3.79","676.01M","215.20M","4.46B","19.10 - 25.31"
"RDS.A","Royal Dutch Shell Cl A ADR","43.35","42.70","42.83","4,099,096","-1.32","","2.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","34.71 - 50.75"
"RDS.B","Royal Dutch Shell Cl B ADR","43.25","42.62","42.70","2,460,307","-1.27","","2.89","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","33.06 - 50.44"
"RDW","Redwire Corp","7.950","7.290","7.320","561,149","-0.550","","6.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RDW.W","Redwire Corporation Redeemable WT","2.490","2.230","2.320","52,321","-0.240","","9.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RDY","Dr. Reddy's Laboratories Ltd ADR","60.86","60.23","60.63","94,374","0.19","","0.31","Consumer Durables","Major Pharmaceuticals","33.57","N/A","1.07","0.87","3.07","2.69","385.37M","165.79M","10.02B","57.54 - 75.50"
"RE","Everest Re Group","270.6","265.8","267.5","165,412","-2.5","","0.92","Finance","Property-Casualty Insurers","8.13","N/A","29.15","2.13","1.12","1.57","N/A","41.06M","11.09B","209.63 - 289.68"
"RELX","Relx Plc ADR","31.81","31.62","31.68","541,771","-0.27","","0.85","","","27.82","N/A","0.83","1.32","18.8","4.81","2.93B","2.02B","64.38B","23.37 - 32.13"
"RENN","Renren Inc ADR","12.19","9.69","10.34","762,255","-2.18","","17.41","Technology","EDP Services","N/A","N/A","N/A","N/A","0.96","8.37","N/A","68.52M","857.87M","4.55 - 28.38"
"RERE","Aihuishou International Co. Ltd ADR","6.600","6.160","6.270","230,697","-0.100","","1.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RES","RPC Inc","4.720","4.540","4.610","937,125","-0.040","","0.86","Energy","Oilfield Services/Equipment","N/A","N/A","N/A","1.22","5.86","4.55","155.79M","217.34M","1.01B","3.05 - 7.43"
"REV","Revlon Inc","11.48","10.75","10.97","73,596","-0.67","","5.76","Consumer Non-Durables","Package Goods/Cosmetics","N/A","N/A","N/A","N/A","N/A","0.43","293.10M","52.44M","610.45M","9.41 - 19.00"
"REVG","Rev Group Inc","16.53","16.19","16.22","191,023","-0.20","","1.22","","","82.55","1.07","0.32","0.76","3.08","0.79","119.43M","63.96M","1.05B","8.31 - 22.23"
"REX","Rex American Resources Corp","101.36","98.76","98.77","35,635","-1.76","","1.75","Basic Industries","Major Chemicals","21.01","2.49","4.37","N/A","1.7","1.29","65.99M","6.57M","660.08M","72.06 - 116.86"
"REX-B","Rexford Indl Rlty Inc [Rexr/Pb]","25.87","25.87","25.87","3,828","0.05","","0.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.25 - 26.93"
"REX-C","Rexford Indl Rlty Inc [Rexr/Pc]","26.35","26.16","26.35","2,353","0.19","","0.73","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.40 - 28.09"
"REXR","Rexford Industrial Realty Inc","76.63","74.71","76.15","1,197,408","1.04","","1.38","","","63.68","9.07","0.47","1.97","2.14","14.9","82.43M","70.95M","5.33B","45.90 - 76.34"
"REZI","Resideo Technologies Inc","25.99","24.76","24.79","657,582","-1.14","","4.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17.33 - 33.25"
"RF","Regions Financial Corp","22.19","21.35","21.45","9,362,317","-0.78","","3.51","Finance","Major Banks","16.43","1.39","0.96","2.28","1.18","3.48","N/A","1.20B","26.57B","15.07 - 24.89"
"RF-B","Regions Financial Corp [Rf/Pb]","27.66","27.44","27.52","21,859","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.56 - 29.95"
"RF-C","Regions Financial Corp [Rf/Pc]","27.28","27.16","27.22","21,594","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.19 - 29.95"
"RF-E","Regions Financial Corp","24.99","24.88","24.96","34,522","-0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"RFI","Cohen & Steers Total Return Realty Fund","16.69","16.41","16.65","49,481","0.17","","1.03","Finance","Diversified Investments","N/A","N/A","0.71","N/A","N/A","N/A","N/A","N/A","N/A","12.42 - 18.02"
"RFL","Rafael Holdings Inc","5.450","5.110","5.400","301,486","0.080","","1.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.13 - 66.44"
